Iter#        Jbest_Avg       Jtest_Avg 
  4468          0.70530           0.46705       
  4469          0.70531           0.46068       
  4470          0.70531           0.35727       
  4471          0.70531           0.35129       
  4472          0.70531           0.42184       
  4473          0.70531           0.46626       
  4474          0.70531           0.50663       
  4475          0.70531           0.37221       
  4476          0.70531           0.43009       
  4477          0.70532           0.51488       
  4478          0.70532           0.47323       
  4479          0.70532           0.24603       
  4480          0.70532           0.39674       
  4481          0.70532           0.43279       
  4482          0.70532           0.50434       
  4483          0.70532           0.50085       
  4484          0.70540           0.42847       
  4485          0.70540           0.45410       
  4486          0.70540           0.37068       
  4487          0.70540           0.54612       
  4488          0.70540           0.41325       
  4489          0.70540           0.40072       
  4490          0.70540           0.54404       
  4491          0.70540           0.50172       
  4492          0.70540           0.41961       
  4493          0.70540           0.51353       
  4494          0.70540           0.40850       
  4495          0.70540           0.42803       
  4496          0.70540           0.52450       
  4497          0.70540           0.51405       
  4498          0.70540           0.45224       
  4499          0.70540           0.51383       
  4500          0.70540           0.42988       
  4501          0.70540           0.51704       
  4502          0.70540           0.40568       
  4503          0.70540           0.40279       
  4504          0.70540           0.51975       
  4505          0.70540           0.50446       
  4506          0.70540           0.43631       
  4507          0.70543           0.44570       
  4508          0.70543           0.34892       
  4509          0.70543           0.54598       
  4510          0.70543           0.42490       
  4511          0.70543           0.51200       
  4512          0.70543           0.45507       
  4513          0.70543           0.43699       
  4514          0.70543           0.41170       
  4515          0.70543           0.50749       
  4516          0.70543           0.40310       
  4517          0.70543           0.34376       
  4518          0.70568           0.48102       
  4519          0.70568           0.42805       
  4520          0.70568           0.52374       
  4521          0.70568           0.50228       
  4522          0.70568           0.39371       
  4523          0.70568           0.36220       
  4524          0.70568           0.42544       
  4525          0.70568           0.50610       
  4526          0.70568           0.35625       
  4527          0.70568           0.41164       
  4528          0.70568           0.42831       
  4529          0.70568           0.41178       
  4530          0.70568           0.48776       
  4531          0.70620           0.45089       
  4532          0.70620           0.38617       
  4533          0.70620           0.54447       
  4534          0.70638           0.46464       
  4535          0.70653           0.50565       
  4536          0.70653           0.33741       
  4537          0.70653           0.38710       
  4538          0.70653           0.48958       
  4539          0.70653           0.42719       
  4540          0.70653           0.48953       
  4541          0.70655           0.31452       
  4542          0.70655           0.44583       
  4543          0.70655           0.39269       
  4544          0.70656           0.42034       
  4545          0.70656           0.44767       
  4546          0.70656           0.43014       
  4547          0.70656           0.47787       
  4548          0.70656           0.35738       
  4549          0.70656           0.48116       
  4550          0.70656           0.52322       
  4551          0.70656           0.56748       
  4552          0.70656           0.43744       
  4553          0.70656           0.33875       
  4554          0.70656           0.43473       
  4555          0.70656           0.50788       
  4556          0.70656           0.48184       
  4557          0.70656           0.35683       
  4558          0.70656           0.56106       
  4559          0.70656           0.41269       
  4560          0.70656           0.37638       
  4561          0.70656           0.47150       
  4562          0.70656           0.35969       
  4563          0.70656           0.54561       
  4564          0.70656           0.48945       
  4565          0.70656           0.39329       
  4566          0.70663           0.45727       
  4567          0.70734           0.44192       
  4568          0.70734           0.40793       
  4569          0.70734           0.43993       
  4570          0.70734           0.46304       
  4571          0.70734           0.39386       
  4572          0.70734           0.49482       
  4573          0.70734           0.42899       
  4574          0.70734           0.39671       
  4575          0.70734           0.31054       
  4576          0.70734           0.43176       
  4577          0.70734           0.40513       
  4578          0.70734           0.56895       
  4579          0.70734           0.52737       
  4580          0.70734           0.46792       
  4581          0.70735           0.29711       
  4582          0.70735           0.53171       
  4583          0.70735           0.33424       
  4584          0.70735           0.32627       
  4585          0.70735           0.45019       
  4586          0.70735           0.39769       
  4587          0.70735           0.42561       
  4588          0.70735           0.47073       
  4589          0.70735           0.39029       
  4590          0.70735           0.47227       
  4591          0.70735           0.48823       
  4592          0.70735           0.38080       
  4593          0.70735           0.43890       
  4594          0.70735           0.38430       
  4595          0.70735           0.49352       
  4596          0.70735           0.42427       
  4597          0.70735           0.55191       
  4598          0.70735           0.52094       
  4599          0.70735           0.48335       
  4600          0.70735           0.39363       
  4601          0.70735           0.41496       
  4602          0.70735           0.46638       
  4603          0.70735           0.41944       
  4604          0.70735           0.41196       
  4605          0.70735           0.42520       
  4606          0.70735           0.46803       
  4607          0.70735           0.48062       
  4608          0.70735           0.35726       
  4609          0.70735           0.41971       
  4610          0.70735           0.39227       
  4611          0.70735           0.40449       
  4612          0.70735           0.48041       
  4613          0.70735           0.38545       
  4614          0.70735           0.42847       
  4615          0.70735           0.46998       
  4616          0.70735           0.45804       
  4617          0.70871           0.50801       
  4618          0.70871           0.43607       
  4619          0.70872           0.42519       
  4620          0.70872           0.48791       
  4621          0.70872           0.37002       
  4622          0.70872           0.39585       
  4623          0.70872           0.48091       
  4624          0.70872           0.49528       
  4625          0.70872           0.35365       
  4626          0.70872           0.41504       
  4627          0.70872           0.49648       
  4628          0.70877           0.49936       
  4629          0.70877           0.52164       
  4630          0.70877           0.50321       
  4631          0.70877           0.51805       
  4632          0.70877           0.45136       
  4633          0.70877           0.48445       
  4634          0.70877           0.48267       
  4635          0.70877           0.54916       
  4636          0.70877           0.37342       
  4637          0.70877           0.46183       
  4638          0.70877           0.44411       
  4639          0.70877           0.43375       
  4640          0.70926           0.41117       
  4641          0.70926           0.46233       
  4642          0.70949           0.44794       
  4643          0.70949           0.54151       
  4644          0.70949           0.37572       
  4645          0.70951           0.45291       
  4646          0.70951           0.43630       
  4647          0.70951           0.39394       
  4648          0.70951           0.54312       
  4649          0.70951           0.51303       
  4650          0.70951           0.44657       
  4651          0.70951           0.43718       
  4652          0.70951           0.49644       
  4653          0.70951           0.50545       
  4654          0.70951           0.45305       
  4655          0.70951           0.31713       
  4656          0.70951           0.47550       
  4657          0.70951           0.44330       
  4658          0.70951           0.52285       
  4659          0.70951           0.39357       
  4660          0.70951           0.43509       
  4661          0.70951           0.37937       
  4662          0.70951           0.43287       
  4663          0.70951           0.40135       
  4664          0.70951           0.45230       
  4665          0.70951           0.52112       
  4666          0.70951           0.49667       
  4667          0.70951           0.46720       
  4668          0.70951           0.45828       
  4669          0.70951           0.25138       
  4670          0.70951           0.41022       
  4671          0.70951           0.54547       
  4672          0.70951           0.50705       
  4673          0.70951           0.52812       
  4674          0.70957           0.55909       
  4675          0.70958           0.45789       
  4676          0.70958           0.40144       
  4677          0.70958           0.44579       
  4678          0.70970           0.49123       
  4679          0.70970           0.40306       
  4680          0.70970           0.40028       
  4681          0.70970           0.52250       
  4682          0.70970           0.41186       
  4683          0.70970           0.42131       
  4684          0.70970           0.54918       
  4685          0.70970           0.44210       
  4686          0.70970           0.41695       
  4687          0.70970           0.47769       
  4688          0.70970           0.34471       
  4689          0.70971           0.44931       
  4690          0.70971           0.52214       
  4691          0.70971           0.35309       
  4692          0.70971           0.55686       
  4693          0.70971           0.39581       
  4694          0.70971           0.52884       
  4695          0.70979           0.55466       
  4696          0.70979           0.46130       
  4697          0.70979           0.39206       
  4698          0.70979           0.46934       
  4699          0.70979           0.42081       
  4700          0.70979           0.56044       
  4701          0.70979           0.39145       
  4702          0.70979           0.42592       
  4703          0.70979           0.51709       
  4704          0.70979           0.49060       
  4705          0.70979           0.47238       
  4706          0.70979           0.49144       
  4707          0.70979           0.56575       
  4708          0.70979           0.45255       
  4709          0.70979           0.40803       
  4710          0.70979           0.40089       
  4711          0.70979           0.46399       
  4712          0.70979           0.42637       
  4713          0.70979           0.39773       
  4714          0.70979           0.47818       
  4715          0.71062           0.42825       
  4716          0.71062           0.41246       
  4717          0.71062           0.49499       
  4718          0.71062           0.40161       
  4719          0.71062           0.39320       
  4720          0.71062           0.53271       
  4721          0.71062           0.46825       
  4722          0.71063           0.40389       
  4723          0.71063           0.55824       
  4724          0.71063           0.54629       
  4725          0.71063           0.45253       
  4726          0.71065           0.41914       
  4727          0.71065           0.50991       
  4728          0.71095           0.46349       
  4729          0.71095           0.50962       
  4730          0.71095           0.45179       
  4731          0.71095           0.47403       
  4732          0.71095           0.44266       
  4733          0.71095           0.52665       
  4734          0.71095           0.40913       
  4735          0.71095           0.37036       
  4736          0.71095           0.37652       
  4737          0.71095           0.52053       
  4738          0.71095           0.43424       
  4739          0.71095           0.53466       
  4740          0.71095           0.38648       
  4741          0.71095           0.40836       
  4742          0.71095           0.48870       
  4743          0.71095           0.39236       
  4744          0.71095           0.43553       
  4745          0.71095           0.48921       
  4746          0.71095           0.44157       
  4747          0.71096           0.36958       
  4748          0.71096           0.36870       
  4749          0.71099           0.47961       
  4750          0.71099           0.45582       
  4751          0.71099           0.49206       
  4752          0.71099           0.42146       
  4753          0.71099           0.49658       
  4754          0.71099           0.51058       
  4755          0.71099           0.52574       
  4756          0.71099           0.47773       
  4757          0.71099           0.46381       
  4758          0.71099           0.54898       
  4759          0.71099           0.41967       
  4760          0.71099           0.53170       
  4761          0.71099           0.56264       
  4762          0.71099           0.57206       
  4763          0.71099           0.47992       
  4764          0.71099           0.42460       
  4765          0.71099           0.47635       
  4766          0.71099           0.49704       
  4767          0.71107           0.44701       
  4768          0.71107           0.42551       
  4769          0.71107           0.40985       
  4770          0.71107           0.47303       
  4771          0.71107           0.46489       
  4772          0.71107           0.39490       
  4773          0.71107           0.54571       
  4774          0.71107           0.45932       
  4775          0.71107           0.41689       
  4776          0.71113           0.50640       
  4777          0.71113           0.39849       
  4778          0.71113           0.46894       
  4779          0.71113           0.50048       
  4780          0.71113           0.49437       
  4781          0.71178           0.42784       
  4782          0.71178           0.33495       
  4783          0.71178           0.54430       
  4784          0.71189           0.40993       
  4785          0.71189           0.41636       
  4786          0.71189           0.37195       
  4787          0.71189           0.52468       
  4788          0.71189           0.38211       
  4789          0.71189           0.49673       
  4790          0.71189           0.33018       
  4791          0.71195           0.33553       
  4792          0.71195           0.36130       
  4793          0.71195           0.52972       
  4794          0.71195           0.46455       
  4795          0.71195           0.36884       
  4796          0.71195           0.45644       
  4797          0.71195           0.47486       
  4798          0.71195           0.49460       
  4799          0.71195           0.39819       
  4800          0.71201           0.48366       
  4801          0.71201           0.47093       
  4802          0.71201           0.45964       
  4803          0.71201           0.39749       
  4804          0.71201           0.34449       
  4805          0.71201           0.37896       
  4806          0.71201           0.33008       
  4807          0.71201           0.49170       
  4808          0.71201           0.40251       
  4809          0.71203           0.41740       
  4810          0.71203           0.46847       
  4811          0.71203           0.37821       
  4812          0.71203           0.34025       
  4813          0.71203           0.37733       
  4814          0.71203           0.39150       
  4815          0.71203           0.31590       
  4816          0.71203           0.38458       
  4817          0.71203           0.42712       
  4818          0.71203           0.45370       
  4819          0.71203           0.35595       
  4820          0.71203           0.42709       
  4821          0.71203           0.55319       
  4822          0.71203           0.48185       
  4823          0.71203           0.46366       
  4824          0.71203           0.36916       
  4825          0.71203           0.53853       
  4826          0.71203           0.39160       
  4827          0.71203           0.51316       
  4828          0.71203           0.45010       
  4829          0.71203           0.34896       
  4830          0.71203           0.37981       
  4831          0.71203           0.46310       
  4832          0.71203           0.55092       
  4833          0.71203           0.38653       
  4834          0.71203           0.49608       
  4835          0.71203           0.44061       
  4836          0.71203           0.54973       
  4837          0.71203           0.53066       
  4838          0.71203           0.37837       
  4839          0.71203           0.42379       
  4840          0.71203           0.40157       
  4841          0.71203           0.46008       
  4842          0.71203           0.48970       
  4843          0.71219           0.39878       
  4844          0.71219           0.40104       
  4845          0.71219           0.39721       
  4846          0.71219           0.47485       
  4847          0.71219           0.51228       
  4848          0.71219           0.47429       
  4849          0.71219           0.51718       
  4850          0.71219           0.52305       
  4851          0.71219           0.50976       
  4852          0.71219           0.39352       
  4853          0.71219           0.38276       
  4854          0.71219           0.29382       
  4855          0.71219           0.34214       
  4856          0.71219           0.49333       
  4857          0.71219           0.45330       
  4858          0.71219           0.45275       
  4859          0.71219           0.49505       
  4860          0.71230           0.52964       
  4861          0.71230           0.42633       
  4862          0.71230           0.43657       
  4863          0.71230           0.38937       
  4864          0.71241           0.41911       
  4865          0.71241           0.48853       
  4866          0.71241           0.45409       
  4867          0.71241           0.37870       
  4868          0.71241           0.41777       
  4869          0.71243           0.43910       
  4870          0.71243           0.48725       
  4871          0.71243           0.37440       
  4872          0.71243           0.46390       
  4873          0.71243           0.45593       
  4874          0.71243           0.59374       
  4875          0.71243           0.44423       
  4876          0.71243           0.46327       
  4877          0.71243           0.45972       
  4878          0.71243           0.45224       
  4879          0.71243           0.51460       
  4880          0.71243           0.40040       
  4881          0.71263           0.46532       
  4882          0.71317           0.61193       
  4883          0.71317           0.49325       
  4884          0.71317           0.49147       
  4885          0.71317           0.44954       
  4886          0.71345           0.51804       
  4887          0.71345           0.43594       
  4888          0.71345           0.36893       
  4889          0.71355           0.43370       
  4890          0.71361           0.43098       
  4891          0.71361           0.48234       
  4892          0.71363           0.47942       
  4893          0.71363           0.40753       
  4894          0.71363           0.36627       
  4895          0.71363           0.44191       
  4896          0.71363           0.33204       
  4897          0.71363           0.51583       
  4898          0.71363           0.43813       
  4899          0.71368           0.42887       
  4900          0.71368           0.56512       
  4901          0.71368           0.49208       
  4902          0.71368           0.47909       
  4903          0.71368           0.50192       
  4904          0.71368           0.49813       
  4905          0.71368           0.47927       
  4906          0.71368           0.46339       
  4907          0.71368           0.49465       
  4908          0.71368           0.49706       
  4909          0.71368           0.45116       
  4910          0.71368           0.50830       
  4911          0.71368           0.38675       
  4912          0.71384           0.43704       
  4913          0.71384           0.47227       
  4914          0.71384           0.43718       
  4915          0.71384           0.56798       
  4916          0.71384           0.46387       
  4917          0.71384           0.42005       
  4918          0.71384           0.38289       
  4919          0.71384           0.51607       
  4920          0.71384           0.43672       
  4921          0.71407           0.50608       
  4922          0.71407           0.41679       
  4923          0.71407           0.54796       
  4924          0.71407           0.51143       
  4925          0.71407           0.44865       
  4926          0.71407           0.55962       
  4927          0.71407           0.36671       
  4928          0.71407           0.41931       
  4929          0.71407           0.51139       
  4930          0.71407           0.49497       
  4931          0.71407           0.48707       
  4932          0.71407           0.49170       
  4933          0.71407           0.48389       
  4934          0.71413           0.38385       
  4935          0.71413           0.40936       
  4936          0.71413           0.47586       
  4937          0.71413           0.40393       
  4938          0.71413           0.50256       
  4939          0.71413           0.50737       
  4940          0.71413           0.48151       
  4941          0.71413           0.34907       
  4942          0.71413           0.40922       
  4943          0.71413           0.41149       
  4944          0.71413           0.43971       
  4945          0.71413           0.50777       
  4946          0.71413           0.48257       
  4947          0.71413           0.41051       
  4948          0.71413           0.46983       
  4949          0.71413           0.47382       
  4950          0.71413           0.42671       
  4951          0.71444           0.48169       
  4952          0.71446           0.47346       
  4953          0.71446           0.43074       
  4954          0.71446           0.45046       
  4955          0.71446           0.34918       
  4956          0.71446           0.48329       
  4957          0.71446           0.45158       
  4958          0.71446           0.37551       
  4959          0.71487           0.48711       
  4960          0.71487           0.41746       
  4961          0.71487           0.43978       
  4962          0.71487           0.41093       
  4963          0.71487           0.46227       
  4964          0.71487           0.45241       
  4965          0.71487           0.47465       
  4966          0.71487           0.45063       
  4967          0.71487           0.39479       
  4968          0.71487           0.36802       
  4969          0.71488           0.44375       
  4970          0.71488           0.47816       
  4971          0.71488           0.53518       
  4972          0.71488           0.41168       
  4973          0.71517           0.47398       
  4974          0.71519           0.47006       
  4975          0.71519           0.38652       
  4976          0.71519           0.43845       
  4977          0.71519           0.53680       
  4978          0.71519           0.37667       
  4979          0.71519           0.34309       
  4980          0.71519           0.43151       
  4981          0.71519           0.37556       
  4982          0.71522           0.45701       
  4983          0.71522           0.45930       
  4984          0.71522           0.42878       
  4985          0.71522           0.50211       
  4986          0.71522           0.47689       
  4987          0.71522           0.52305       
  4988          0.71522           0.48471       
  4989          0.71522           0.48217       
  4990          0.71522           0.31819       
  4991          0.71522           0.44772       
  4992          0.71522           0.46571       
  4993          0.71522           0.49344       
  4994          0.71522           0.41158       
  4995          0.71522           0.53549       
  4996          0.71522           0.43835       
  4997          0.71522           0.41578       
  4998          0.71522           0.38931       
  4999          0.71531           0.38006       
  5000          0.71531           0.49824       
  5001          0.71531           0.44450       
  5002          0.71531           0.44127       
  5003          0.71531           0.41894       
  5004          0.71531           0.50101       
  5005          0.71531           0.49402       
  5006          0.71531           0.44806       
  5007          0.71531           0.34897       
  5008          0.71531           0.50486       
  5009          0.71531           0.38602       
  5010          0.71531           0.41223       
  5011          0.71531           0.31002       
  5012          0.71531           0.51205       
  5013          0.71531           0.41028       
  5014          0.71531           0.39320       
  5015          0.71531           0.42617       
  5016          0.71531           0.41387       
  5017          0.71531           0.43659       
  5018          0.71531           0.36924       
  5019          0.71531           0.52265       
  5020          0.71531           0.44629       
  5021          0.71531           0.46396       
  5022          0.71531           0.30460       
  5023          0.71531           0.42092       
  5024          0.71531           0.35222       
  5025          0.71531           0.48769       
  5026          0.71531           0.50027       
  5027          0.71531           0.45655       
  5028          0.71539           0.48900       
  5029          0.71539           0.53901       
  5030          0.71539           0.52557       
  5031          0.71562           0.47505       
  5032          0.71562           0.50629       
  5033          0.71564           0.43768       
  5034          0.71564           0.48786       
  5035          0.71564           0.42274       
  5036          0.71564           0.52090       
  5037          0.71564           0.49371       
  5038          0.71564           0.48878       
  5039          0.71564           0.49542       
  5040          0.71564           0.46134       
  5041          0.71564           0.48173       
  5042          0.71564           0.40448       
  5043          0.71564           0.56229       
  5044          0.71564           0.44149       
  5045          0.71564           0.44057       
  5046          0.71564           0.48696       
  5047          0.71564           0.42089       
  5048          0.71564           0.54351       
  5049          0.71564           0.52026       
  5050          0.71564           0.37823       
  5051          0.71564           0.42073       
  5052          0.71564           0.44853       
  5053          0.71564           0.45001       
  5054          0.71564           0.56584       
  5055          0.71564           0.52752       
  5056          0.71564           0.35260       
  5057          0.71564           0.44453       
  5058          0.71564           0.48451       
  5059          0.71564           0.49463       
  5060          0.71564           0.49414       
  5061          0.71564           0.38766       
  5062          0.71564           0.42282       
  5063          0.71564           0.40750       
  5064          0.71564           0.37360       
  5065          0.71564           0.43743       
  5066          0.71644           0.39956       
  5067          0.71644           0.41790       
  5068          0.71644           0.50786       
  5069          0.71644           0.43189       
  5070          0.71644           0.42627       
  5071          0.71644           0.36699       
  5072          0.71644           0.45657       
  5073          0.71644           0.37546       
  5074          0.71644           0.45650       
  5075          0.71644           0.35284       
  5076          0.71644           0.42914       
  5077          0.71644           0.48627       
  5078          0.71644           0.47841       
  5079          0.71644           0.37583       
  5080          0.71644           0.43596       
  5081          0.71644           0.37221       
  5082          0.71644           0.51431       
  5083          0.71644           0.42887       
  5084          0.71644           0.39023       
  5085          0.71644           0.43320       
  5086          0.71644           0.54111       
  5087          0.71644           0.33148       
  5088          0.71644           0.42905       
  5089          0.71647           0.43488       
  5090          0.71647           0.44035       
  5091          0.71647           0.53705       
  5092          0.71647           0.40217       
  5093          0.71647           0.42329       
  5094          0.71647           0.48988       
  5095          0.71647           0.49027       
  5096          0.71647           0.41773       
  5097          0.71647           0.52843       
  5098          0.71647           0.49286       
  5099          0.71647           0.53762       
  5100          0.71647           0.48786       
  5101          0.71647           0.54214       
  5102          0.71647           0.45821       
  5103          0.71647           0.43902       
  5104          0.71647           0.52603       
  5105          0.71647           0.44534       
  5106          0.71647           0.53684       
  5107          0.71647           0.36823       
  5108          0.71647           0.42812       
  5109          0.71647           0.37386       
  5110          0.71647           0.37982       
  5111          0.71647           0.46380       
  5112          0.71647           0.33703       
  5113          0.71647           0.41337       
  5114          0.71647           0.42174       
  5115          0.71647           0.46384       
  5116          0.71647           0.43980       
  5117          0.71650           0.50099       
  5118          0.71650           0.44175       
  5119          0.71650           0.38957       
  5120          0.71650           0.39515       
  5121          0.71650           0.51155       
  5122          0.71650           0.55432       
  5123          0.71650           0.45184       
  5124          0.71650           0.34461       
  5125          0.71692           0.57281       
  5126          0.71692           0.46543       
  5127          0.71692           0.38940       
  5128          0.71692           0.55555       
  5129          0.71692           0.51091       
  5130          0.71692           0.45238       
  5131          0.71692           0.41723       
  5132          0.71692           0.43242       
  5133          0.71692           0.45114       
  5134          0.71692           0.51800       
  5135          0.71692           0.44014       
  5136          0.71692           0.47167       
  5137          0.71692           0.41727       
  5138          0.71692           0.37495       
  5139          0.71692           0.40915       
  5140          0.71692           0.39479       
  5141          0.71692           0.48431       
  5142          0.71692           0.51251       
  5143          0.71692           0.54354       
  5144          0.71693           0.58350       
  5145          0.71693           0.44099       
  5146          0.71693           0.38106       
  5147          0.71693           0.55366       
  5148          0.71693           0.38818       
  5149          0.71702           0.50700       
  5150          0.71702           0.31512       
  5151          0.71702           0.41210       
  5152          0.71702           0.42919       
  5153          0.71702           0.43596       
  5154          0.71702           0.56996       
  5155          0.71702           0.51510       
  5156          0.71702           0.37721       
  5157          0.71702           0.56105       
  5158          0.71702           0.48304       
  5159          0.71702           0.44054       
  5160          0.71702           0.38502       
  5161          0.71702           0.37061       
  5162          0.71702           0.48434       
  5163          0.71716           0.35019       
  5164          0.71716           0.39653       
  5165          0.71716           0.47119       
  5166          0.71716           0.54319       
  5167          0.71716           0.53633       
  5168          0.71716           0.46420       
  5169          0.71716           0.50621       
  5170          0.71716           0.37606       
  5171          0.71716           0.54325       
  5172          0.71716           0.51647       
  5173          0.71716           0.31284       
  5174          0.71716           0.40263       
  5175          0.71716           0.48718       
  5176          0.71716           0.38892       
  5177          0.71716           0.45174       
  5178          0.71716           0.38266       
  5179          0.71716           0.51812       
  5180          0.71716           0.45706       
  5181          0.71716           0.46581       
  5182          0.71716           0.54226       
  5183          0.71716           0.43921       
  5184          0.71716           0.38319       
  5185          0.71716           0.48059       
  5186          0.71716           0.43693       
  5187          0.71716           0.35764       
  5188          0.71716           0.40519       
  5189          0.71716           0.40721       
  5190          0.71716           0.45773       
  5191          0.71716           0.40164       
  5192          0.71716           0.39286       
  5193          0.71716           0.51631       
  5194          0.71716           0.38306       
  5195          0.71716           0.39688       
  5196          0.71716           0.45803       
  5197          0.71716           0.44576       
  5198          0.71716           0.36396       
  5199          0.71716           0.35469       
  5200          0.71716           0.48906       
  5201          0.71716           0.41635       
  5202          0.71716           0.33918       
  5203          0.71818           0.43996       
  5204          0.71818           0.46816       
  5205          0.71818           0.47918       
  5206          0.71818           0.46015       
  5207          0.71818           0.46030       
  5208          0.71818           0.45045       
  5209          0.71819           0.37250       
  5210          0.71819           0.47869       
  5211          0.71819           0.52118       
  5212          0.71859           0.38469       
  5213          0.71876           0.47023       
  5214          0.71876           0.53947       
  5215          0.71876           0.46434       
  5216          0.71876           0.48919       
  5217          0.71876           0.41922       
  5218          0.71876           0.47234       
  5219          0.71876           0.51284       
  5220          0.71876           0.37351       
  5221          0.71876           0.50181       
  5222          0.71876           0.38162       
  5223          0.71876           0.49336       
  5224          0.71876           0.49365       
  5225          0.71876           0.62492       
  5226          0.71876           0.54389       
  5227          0.71876           0.43622       
  5228          0.71876           0.45220       
  5229          0.71876           0.40447       
  5230          0.71876           0.44408       
  5231          0.71876           0.52454       
  5232          0.71876           0.46699       
  5233          0.71876           0.49380       
  5234          0.71885           0.49762       
  5235          0.71885           0.61261       
  5236          0.71885           0.47784       
  5237          0.71885           0.46277       
  5238          0.71885           0.41032       
  5239          0.71885           0.49743       
  5240          0.71885           0.37189       
  5241          0.71886           0.47197       
  5242          0.71886           0.54562       
  5243          0.71886           0.42590       
  5244          0.71886           0.45543       
  5245          0.71886           0.44444       
  5246          0.71886           0.46047       
  5247          0.71886           0.65436       
  5248          0.71886           0.36161       
  5249          0.71886           0.41245       
  5250          0.71886           0.49938       
  5251          0.71886           0.47449       
  5252          0.71886           0.42907       
  5253          0.71886           0.53908       
  5254          0.71886           0.52913       
  5255          0.71886           0.37933       
  5256          0.71886           0.51005       
  5257          0.71886           0.47725       
  5258          0.71886           0.44645       
  5259          0.71886           0.42123       
  5260          0.71891           0.45525       
  5261          0.71891           0.42899       
  5262          0.71891           0.36978       
  5263          0.71891           0.39629       
  5264          0.71891           0.44037       
  5265          0.71891           0.58985       
  5266          0.71891           0.52109       
  5267          0.71891           0.38672       
  5268          0.71891           0.55655       
  5269          0.71891           0.32239       
  5270          0.71891           0.45260       
  5271          0.71891           0.36224       
  5272          0.71891           0.46966       
  5273          0.71891           0.34080       
  5274          0.71891           0.46293       
  5275          0.71891           0.43633       
  5276          0.71891           0.49588       
  5277          0.71891           0.47753       
  5278          0.71891           0.44479       
  5279          0.71891           0.50875       
  5280          0.71891           0.40527       
  5281          0.71891           0.40245       
  5282          0.71891           0.45951       
  5283          0.71891           0.43892       
  5284          0.71891           0.41674       
  5285          0.71891           0.50827       
  5286          0.71891           0.42116       
  5287          0.71891           0.41293       
  5288          0.71891           0.52383       
  5289          0.71891           0.55338       
  5290          0.71896           0.42555       
  5291          0.71896           0.41773       
  5292          0.71896           0.50408       
  5293          0.71896           0.51405       
  5294          0.71896           0.44886       
  5295          0.71896           0.42625       
  5296          0.71896           0.54902       
  5297          0.71896           0.45080       
  5298          0.71896           0.40667       
  5299          0.71896           0.45401       
  5300          0.71896           0.52611       
  5301          0.71896           0.46668       
  5302          0.71896           0.42617       
  5303          0.71896           0.28471       
  5304          0.71896           0.39967       
  5305          0.71896           0.32403       
  5306          0.71896           0.44077       
  5307          0.71896           0.38410       
  5308          0.71896           0.44775       
  5309          0.71896           0.45375       
  5310          0.71896           0.38429       
  5311          0.71896           0.42675       
  5312          0.71896           0.41016       
  5313          0.71896           0.50583       
  5314          0.71896           0.50769       
  5315          0.71896           0.40845       
  5316          0.71897           0.46854       
  5317          0.71897           0.41986       
  5318          0.71897           0.40542       
  5319          0.71915           0.55489       
  5320          0.71915           0.37857       
  5321          0.71915           0.34621       
  5322          0.71915           0.53849       
  5323          0.71915           0.39286       
  5324          0.71915           0.31442       
  5325          0.71915           0.37889       
  5326          0.71915           0.47618       
  5327          0.71915           0.46589       
  5328          0.71915           0.50523       
  5329          0.71915           0.36213       
  5330          0.71915           0.42358       
  5331          0.71915           0.47735       
  5332          0.71915           0.53453       
  5333          0.71915           0.44515       
  5334          0.71915           0.51478       
  5335          0.71931           0.36907       
  5336          0.71931           0.36793       
  5337          0.71931           0.42826       
  5338          0.71931           0.44703       
  5339          0.71931           0.34352       
  5340          0.71939           0.37883       
  5341          0.71941           0.50900       
  5342          0.71941           0.44610       
  5343          0.71941           0.41163       
  5344          0.71941           0.41915       
  5345          0.71941           0.44835       
  5346          0.71941           0.37204       
  5347          0.71941           0.42047       
  5348          0.71941           0.54998       
  5349          0.71941           0.50049       
  5350          0.71981           0.40083       
  5351          0.71981           0.37795       
  5352          0.71981           0.44774       
  5353          0.71981           0.51686       
  5354          0.71981           0.49983       
  5355          0.71981           0.52313       
  5356          0.71981           0.40421       
  5357          0.71987           0.48500       
  5358          0.71987           0.35588       
  5359          0.71987           0.53416       
  5360          0.71987           0.30869       
  5361          0.71987           0.45322       
  5362          0.71987           0.37553       
  5363          0.71987           0.44122       
  5364          0.71987           0.42572       
  5365          0.71987           0.39867       
  5366          0.71987           0.44919       
  5367          0.71987           0.41887       
  5368          0.71987           0.45939       
  5369          0.71987           0.45197       
  5370          0.71987           0.43524       
  5371          0.71987           0.46995       
  5372          0.71987           0.47410       
  5373          0.71987           0.55292       
  5374          0.71987           0.50954       
  5375          0.71987           0.37549       
  5376          0.71987           0.51937       
  5377          0.71987           0.49682       
  5378          0.71987           0.45716       
  5379          0.71987           0.41192       
  5380          0.71987           0.41575       
  5381          0.71987           0.28315       
  5382          0.71987           0.55703       
  5383          0.71987           0.47513       
  5384          0.71987           0.48261       
  5385          0.71987           0.48966       
  5386          0.71987           0.37413       
